Bin_ID,Location,Timestamp,Current_Fill_Level,Previous_Fill_Level,Fill_Rate,Day_of_Week,Hour,Waste_Type,Historical_Average_Fill,Collection_Due,Overflow_Status
CAN-08,Canteen,2026-09-24T22:00:00,100,100,8.4,Thursday,16,Mixed,69.4,Yes,Overflowed
LIB-04,Library,2026-09-21T19:00:00,50.61,53.5,2.16,Monday,13,Paper,30.99,No,No Overflow
AB-B-06,Academic Block B,2026-09-27T16:00:00,61.7,59.59,1.12,Sunday,10,Paper,51.5,No,No Overflow
HB2-09,Hostel Block 2,2026-09-09T22:00:00,100,100,4.18,Wednesday,16,Organic,59.7,Yes,Overflowed
CAN-02,Canteen,2026-09-10T17:00:00,100,100,11.76,Thursday,11,Mixed,67.31,Yes,Overflowed
HB2-07,Hostel Block 2,2026-09-29T23:00:00,68.87,69.79,4.18,Tuesday,17,Organic,64.67,No,No Overflow
CAN-05,Canteen,2026-09-26T19:00:00,100,100,12.74,Saturday,13,Mixed,73.54,Yes,Overflowed
CA-02,Common Area,2026-09-21T15:00:00,98.16,100,3.3,Monday,9,Plastic,54.63,Yes,Overflowed
AB-B-02,Academic Block B,2026-09-23T18:00:00,63.49,57.33,2.5,Wednesday,12,Paper,51.91,No,No Overflow
LIB-08,Library,2026-09-13T20:00:00,49.39,46.64,0.9,Sunday,14,Paper,30.56,No,No Overflow
LIB-05,Library,2026-09-14T19:00:00,36.74,32.71,2.16,Monday,13,Paper,36.14,No,No Overflow
CA-03,Common Area,2026-09-25T14:00:00,100,100,3.3,Friday,8,Plastic,49.25,Yes,Overflowed
CAN-01,Canteen,2026-10-01T03:00:00,100,100,8.4,Thursday,21,Mixed,63.64,Yes,Overflowed
HB1-05,Hostel Block 1,2026-09-19T13:00:00,100,96.47,5.4,Saturday,7,Organic,62.64,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-24T20:00:00,48.35,43.59,2.0,Thursday,14,Paper,45.43,No,No Overflow
CA-01,Common Area,2026-09-04T01:00:00,99.35,100,3.3,Friday,19,Plastic,51.62,Yes,Overflowed
HB2-02,Hostel Block 2,2026-09-27T16:00:00,100,100,3.8,Sunday,10,Organic,58.9,Yes,Overflowed
HB1-03,Hostel Block 1,2026-09-11T21:00:00,100,100,4.4,Friday,15,Organic,57.4,Yes,Overflowed
HB2-06,Hostel Block 2,2026-09-26T18:00:00,94.47,87.0,3.8,Saturday,12,Organic,66.09,Yes,Overflowed
AB-A-03,Academic Block A,2026-09-04T23:00:00,96.35,94.92,2.0,Friday,17,Paper,48.11,Yes,Overflowed
AB-A-08,Academic Block A,2026-10-01T02:00:00,47.72,46.33,2.0,Thursday,20,Paper,36.84,No,No Overflow
CA-08,Common Area,2026-09-14T16:00:00,96.74,87.71,3.3,Monday,10,Plastic,59.92,Yes,Overflowed
CA-03,Common Area,2026-09-21T17:00:00,100,100,3.3,Monday,11,Plastic,44.86,Yes,Overflowed
HB1-02,Hostel Block 1,2026-09-03T23:00:00,63.67,65.12,4.4,Thursday,17,Organic,53.49,No,No Overflow
LIB-07,Library,2026-09-29T23:00:00,100,100,2.16,Tuesday,17,Paper,30.98,Yes,Overflowed
HB1-04,Hostel Block 1,2026-09-25T00:00:00,100,99.26,5.94,Friday,18,Organic,60.59,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-23T14:00:00,50.03,48.35,2.0,Wednesday,8,Paper,34.02,No,No Overflow
AB-B-01,Academic Block B,2026-09-19T16:00:00,50.3,49.94,1.12,Saturday,10,Paper,46.35,No,No Overflow
AB-A-01,Academic Block A,2026-09-23T18:00:00,99.65,90.82,2.0,Wednesday,12,Paper,48.71,Yes,Overflowed
HB2-02,Hostel Block 2,2026-09-23T15:00:00,100,100,4.18,Wednesday,9,Organic,58.6,Yes,Overflowed
AB-A-06,Academic Block A,2026-09-25T01:00:00,49.42,50.03,2.0,Friday,19,Paper,35.84,No,No Overflow
CA-03,Common Area,2026-09-10T15:00:00,100,100,3.3,Thursday,9,Plastic,48.89,Yes,Overflowed
CA-02,Common Area,2026-09-05T23:00:00,95.8,98.16,2.64,Saturday,17,Plastic,59.87,Yes,Overflowed
HB2-08,Hostel Block 2,2026-09-19T13:00:00,99.17,98.74,5.13,Saturday,7,Organic,60.99,Yes,Overflowed
HB1-07,Hostel Block 1,2026-09-24T16:00:00,64.28,64.76,4.4,Thursday,10,Organic,58.31,No,No Overflow
HB2-01,Hostel Block 2,2026-09-20T23:00:00,99.84,100,3.8,Sunday,17,Organic,57.96,Yes,Overflowed
CA-04,Common Area,2026-09-04T15:00:00,100,99.04,3.3,Friday,9,Plastic,55.54,Yes,Overflowed
HB1-09,Hostel Block 1,2026-09-12T19:00:00,81.35,82.39,4.0,Saturday,13,Organic,52.66,Yes,Likely Overflow
HB1-02,Hostel Block 1,2026-09-21T14:00:00,71.02,63.67,5.94,Monday,8,Organic,51.47,No,Likely Overflow
CAN-03,Canteen,2026-09-20T17:00:00,100,100,12.74,Sunday,11,Mixed,71.02,Yes,Overflowed
CA-01,Common Area,2026-09-28T23:00:00,98.53,99.35,3.3,Monday,17,Plastic,57.76,Yes,Overflowed
LIB-03,Library,2026-09-17T16:00:00,40.68,41.38,2.16,Thursday,10,Paper,41.46,No,No Overflow
AB-A-04,Academic Block A,2026-09-27T03:00:00,41.54,44.29,0.9,Sunday,21,Paper,48.29,No,No Overflow
HB1-09,Hostel Block 1,2026-09-04T16:00:00,87.07,81.35,4.4,Friday,10,Organic,55.99,Yes,Overflowed
HB2-08,Hostel Block 2,2026-09-29T13:00:00,100,99.17,5.64,Tuesday,7,Organic,67.76,Yes,Overflowed
AB-B-01,Academic Block B,2026-09-14T02:00:00,51.69,50.3,2.5,Monday,20,Paper,52.1,No,No Overflow
HB2-09,Hostel Block 2,2026-09-22T15:00:00,100,100,4.18,Tuesday,9,Organic,63.73,Yes,Overflowed
CAN-06,Canteen,2026-09-03T13:00:00,100,100,8.4,Thursday,7,Mixed,67.57,Yes,Overflowed
AB-B-06,Academic Block B,2026-09-03T03:00:00,68.25,61.7,2.5,Thursday,21,Paper,38.09,No,No Overflow
HB2-07,Hostel Block 2,2026-09-10T23:00:00,76.79,68.87,4.18,Thursday,17,Organic,62.83,Yes,Likely Overflow
HB2-02,Hostel Block 2,2026-09-23T19:00:00,100,100,4.18,Wednesday,13,Organic,51.48,Yes,Overflowed
LIB-04,Library,2026-09-05T17:00:00,45.62,50.61,0.9,Saturday,11,Paper,29.5,No,No Overflow
CA-05,Common Area,2026-09-08T01:00:00,52.36,51.49,3.3,Tuesday,19,Plastic,44.8,No,No Overflow
LIB-02,Library,2026-09-22T01:00:00,100,100,2.16,Tuesday,19,Paper,43.02,Yes,Overflowed
AB-A-05,Academic Block A,2026-09-11T00:00:00,29.01,20.66,2.0,Friday,18,Paper,41.87,No,No Overflow
AB-B-08,Academic Block B,2026-09-02T16:00:00,100,98.73,2.5,Wednesday,10,Paper,38.55,Yes,Overflowed
HB2-04,Hostel Block 2,2026-09-20T22:00:00,100,100,3.8,Sunday,16,Organic,50.99,Yes,Overflowed
LIB-07,Library,2026-09-24T15:00:00,100,100,2.16,Thursday,9,Paper,30.15,Yes,Overflowed
CAN-01,Canteen,2026-09-01T15:00:00,100,100,8.4,Tuesday,9,Mixed,65.94,Yes,Overflowed
HB2-08,Hostel Block 2,2026-09-27T02:00:00,100,100,5.13,Sunday,20,Organic,62.97,Yes,Overflowed
AB-B-01,Academic Block B,2026-09-25T01:00:00,57.45,51.69,2.5,Friday,19,Paper,52.72,No,No Overflow
AB-A-08,Academic Block A,2026-09-26T03:00:00,52.92,47.72,0.9,Saturday,21,Paper,34.53,No,No Overflow
HB1-02,Hostel Block 1,2026-09-17T14:00:00,83.61,71.02,5.94,Thursday,8,Organic,51.73,Yes,Likely Overflow
LIB-05,Library,2026-09-03T20:00:00,36.94,36.74,2.16,Thursday,14,Paper,36.19,No,No Overflow
HB2-06,Hostel Block 2,2026-09-28T22:00:00,93.85,94.47,4.18,Monday,16,Organic,53.0,Yes,Overflowed
CAN-06,Canteen,2026-09-05T03:00:00,100,100,9.1,Saturday,21,Mixed,67.33,Yes,Overflowed
AB-B-07,Academic Block B,2026-09-24T21:00:00,91.47,83.95,2.5,Thursday,15,Paper,37.05,Yes,Overflowed
AB-A-01,Academic Block A,2026-09-08T13:00:00,100,99.65,2.0,Tuesday,7,Paper,42.49,Yes,Overflowed
AB-B-02,Academic Block B,2026-09-07T03:00:00,59.49,63.49,2.5,Monday,21,Paper,54.29,No,No Overflow
CAN-08,Canteen,2026-10-01T00:00:00,100,100,11.76,Thursday,18,Mixed,70.33,Yes,Overflowed
HB1-05,Hostel Block 1,2026-09-08T19:00:00,100,100,4.4,Tuesday,13,Organic,63.49,Yes,Overflowed
CAN-09,Canteen,2026-09-03T22:00:00,100,100,8.4,Thursday,16,Mixed,63.71,Yes,Overflowed
CA-04,Common Area,2026-09-02T15:00:00,100,100,3.3,Wednesday,9,Plastic,46.02,Yes,Overflowed
AB-A-03,Academic Block A,2026-09-13T14:00:00,100,96.35,0.9,Sunday,8,Paper,49.79,Yes,Overflowed
CAN-06,Canteen,2026-09-28T17:00:00,100,100,11.76,Monday,11,Mixed,62.89,Yes,Overflowed
AB-A-01,Academic Block A,2026-09-12T16:00:00,100,100,0.9,Saturday,10,Paper,39.25,Yes,Overflowed
CAN-04,Canteen,2026-09-20T16:00:00,100,100,9.1,Sunday,10,Mixed,65.35,Yes,Overflowed
HB2-06,Hostel Block 2,2026-09-26T01:00:00,100,93.85,5.13,Saturday,19,Organic,53.52,Yes,Overflowed
CAN-05,Canteen,2026-09-26T16:00:00,100,100,9.1,Saturday,10,Mixed,59.71,Yes,Overflowed
AB-A-02,Academic Block A,2026-09-08T21:00:00,100,95.94,2.0,Tuesday,15,Paper,40.24,Yes,Overflowed
CA-03,Common Area,2026-09-01T18:00:00,100,100,3.3,Tuesday,12,Plastic,42.03,Yes,Overflowed
CA-01,Common Area,2026-09-25T00:00:00,97.7,98.53,3.3,Friday,18,Plastic,47.54,Yes,Overflowed
AB-B-08,Academic Block B,2026-09-14T20:00:00,100,100,2.5,Monday,14,Paper,54.3,Yes,Overflowed
AB-B-02,Academic Block B,2026-09-23T17:00:00,67.89,59.49,2.5,Wednesday,11,Paper,38.67,No,No Overflow
CA-04,Common Area,2026-09-28T21:00:00,100,100,3.3,Monday,15,Plastic,49.44,Yes,Overflowed
HB2-04,Hostel Block 2,2026-09-24T14:00:00,100,100,5.64,Thursday,8,Organic,60.45,Yes,Overflowed
LIB-05,Library,2026-09-27T19:00:00,38.79,36.94,0.9,Sunday,13,Paper,29.35,No,No Overflow
HB2-02,Hostel Block 2,2026-09-22T15:00:00,100,100,4.18,Tuesday,9,Organic,54.26,Yes,Overflowed
HB1-05,Hostel Block 1,2026-10-01T01:00:00,100,100,5.94,Thursday,19,Organic,54.07,Yes,Overflowed
HB1-05,Hostel Block 1,2026-09-11T20:00:00,98.45,100,4.4,Friday,14,Organic,51.9,Yes,Overflowed
AB-B-05,Academic Block B,2026-09-06T01:00:00,48.61,52.96,1.12,Sunday,19,Paper,50.86,No,No Overflow
AB-A-07,Academic Block A,2026-09-06T20:00:00,30.96,31.37,0.9,Sunday,14,Paper,42.39,No,No Overflow
HB2-09,Hostel Block 2,2026-09-13T01:00:00,100,100,5.13,Sunday,19,Organic,53.74,Yes,Overflowed
HB1-01,Hostel Block 1,2026-09-28T14:00:00,100,100,5.94,Monday,8,Organic,48.63,Yes,Overflowed
HB1-04,Hostel Block 1,2026-09-28T00:00:00,99.5,100,5.94,Monday,18,Organic,59.54,Yes,Overflowed
CAN-10,Canteen,2026-09-28T18:00:00,100,100,11.76,Monday,12,Mixed,59.67,Yes,Overflowed
CA-08,Common Area,2026-09-12T19:00:00,100,96.74,2.64,Saturday,13,Plastic,51.24,Yes,Overflowed
HB1-01,Hostel Block 1,2026-09-27T15:00:00,100,100,4.0,Sunday,9,Organic,47.56,Yes,Overflowed
HB2-03,Hostel Block 2,2026-09-19T00:00:00,99.46,100,5.13,Saturday,18,Organic,59.9,Yes,Overflowed
AB-A-07,Academic Block A,2026-09-27T01:00:00,25.03,30.96,0.9,Sunday,19,Paper,36.52,No,No Overflow
CAN-10,Canteen,2026-09-25T16:00:00,100,100,8.4,Friday,10,Mixed,59.35,Yes,Overflowed
HB1-08,Hostel Block 1,2026-09-22T23:00:00,36.61,38.03,4.4,Tuesday,17,Organic,63.88,No,No Overflow
LIB-02,Library,2026-09-10T03:00:00,95.47,100,2.16,Thursday,21,Paper,42.63,Yes,Overflowed
AB-A-05,Academic Block A,2026-09-08T03:00:00,35.34,29.01,2.0,Tuesday,21,Paper,45.63,No,No Overflow
AB-A-06,Academic Block A,2026-09-30T02:00:00,49.06,49.42,2.0,Wednesday,20,Paper,48.93,No,No Overflow
AB-A-03,Academic Block A,2026-09-15T13:00:00,100,100,2.0,Tuesday,7,Paper,37.02,Yes,Overflowed
CAN-09,Canteen,2026-09-24T19:00:00,100,100,11.76,Thursday,13,Mixed,65.93,Yes,Overflowed
HB2-02,Hostel Block 2,2026-09-06T18:00:00,99.42,100,3.8,Sunday,12,Organic,53.86,Yes,Overflowed
HB1-02,Hostel Block 1,2026-09-16T03:00:00,91.15,83.61,5.94,Wednesday,21,Organic,49.68,Yes,Overflowed
LIB-04,Library,2026-09-08T23:00:00,46.55,45.62,2.16,Tuesday,17,Paper,33.31,No,No Overflow
HB2-10,Hostel Block 2,2026-09-16T13:00:00,100,100,5.64,Wednesday,7,Organic,51.58,Yes,Overflowed
HB2-01,Hostel Block 2,2026-09-07T23:00:00,100,99.84,4.18,Monday,17,Organic,65.92,Yes,Overflowed
LIB-05,Library,2026-09-26T21:00:00,46.54,38.79,0.9,Saturday,15,Paper,42.31,No,No Overflow
CAN-07,Canteen,2026-09-23T18:00:00,100,100,11.76,Wednesday,12,Mixed,65.63,Yes,Overflowed
HB1-07,Hostel Block 1,2026-09-30T22:00:00,67.12,64.28,4.4,Wednesday,16,Organic,56.04,No,No Overflow
AB-B-04,Academic Block B,2026-09-01T18:00:00,34.75,38.84,2.5,Tuesday,12,Paper,47.75,No,No Overflow
CAN-08,Canteen,2026-09-25T17:00:00,100,100,11.76,Friday,11,Mixed,58.05,Yes,Overflowed
HB2-08,Hostel Block 2,2026-09-13T01:00:00,100,100,5.13,Sunday,19,Organic,60.51,Yes,Overflowed
AB-B-03,Academic Block B,2026-09-04T16:00:00,99.23,100,2.5,Friday,10,Paper,48.82,Yes,Overflowed
CAN-09,Canteen,2026-09-27T03:00:00,100,100,9.1,Sunday,21,Mixed,70.27,Yes,Overflowed
CA-07,Common Area,2026-09-08T22:00:00,100,100,3.3,Tuesday,16,Plastic,57.24,Yes,Overflowed
HB1-07,Hostel Block 1,2026-10-01T02:00:00,68.49,67.12,5.94,Thursday,20,Organic,64.85,No,No Overflow
AB-B-08,Academic Block B,2026-09-19T18:00:00,100,100,1.12,Saturday,12,Paper,51.51,Yes,Overflowed
CA-05,Common Area,2026-09-19T13:00:00,52.92,52.36,2.64,Saturday,7,Plastic,54.66,No,No Overflow
LIB-01,Library,2026-09-19T15:00:00,83.51,86.97,0.9,Saturday,9,Paper,38.14,Yes,Likely Overflow
CAN-08,Canteen,2026-09-29T20:00:00,100,100,11.76,Tuesday,14,Mixed,66.76,Yes,Overflowed
